id,order_date,supplier_code,supplier_name,item_category_code,item_category_name,item_code,item_name,um,order_number,entered_by_name,indent_number,department,department_name,cost_project,cost_project_name,currency_code,currency_name,exchange_rate,stock_type_name,order_value,order_quantity,bal_qty,rate
25301,2025-10-29 00:00:00,CNA04,"Avila, Bell and Castro",MOB,MOBILE CRANE,S0V010831,Set Screw,NOS,PR25Y-01526,PARMESHWAR TIDK,IR25Y-01309,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,530.1,5,5,114
25315,2025-10-29 00:00:00,CNA04,"Avila, Bell and Castro",MOB,MOBILE CRANE,S0V010845,Manifold,NOS,PR25Y-01526,PARMESHWAR TIDK,IR25Y-01309,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,2500.01,2,2,1250
25316,2025-10-29 00:00:00,CNA04,"Avila, Bell and Castro",MOB,MOBILE CRANE,S0V010842,Injector,NOS,PR25Y-01526,PARMESHWAR TIDK,IR25Y-01309,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,18540.52,4,4,4984
25320,2025-10-29 00:00:00,CNA04,"Avila, Bell and Castro",MOB,MOBILE CRANE,S0V010343,Element I,NOS,PR25Y-01526,PARMESHWAR TIDK,IR25Y-01309,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,851.58,2,2,388
25319,2025-10-29 00:00:00,CNA04,"Avila, Bell and Castro",MOB,MOBILE CRANE,S0V010840,Tube Assl,NOS,PR25Y-01526,PARMESHWAR TIDK,IR25Y-01309,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,334.8,2,2,180
25295,2025-10-29 00:00:00,CNA04,"Avila, Bell and Castro",MOB,MOBILE CRANE,S0V010836,Split Pin,NOS,PR25Y-01526,PARMESHWAR TIDK,IR25Y-01309,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,5.58,2,2,3
25321,2025-10-29 00:00:00,CNA04,"Avila, Bell and Castro",MOB,MOBILE CRANE,S0V010832,Air Filte,NOS,PR25Y-01526,PARMESHWAR TIDK,IR25Y-01309,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,3375.91,10,10,363
25322,2025-10-29 00:00:00,CNA04,"Avila, Bell and Castro",MOB,MOBILE CRANE,S0V010495,HousingTh,NOS,PR25Y-01526,PARMESHWAR TIDK,IR25Y-01309,DEP40,Video editor,MOC05,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,1404.68,2,2,640
25605,2025-04-11 00:00:00,CNA04,"Avila, Bell and Castro",MOB,MOBILE CRANE,S0V010853,Engine Fo,NOS,PR25Y-01564,PARMESHWAR TIDK,IR25Y-01426,DEP40,Video editor,MOC07,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,4798.2,2,0,2150
25606,2025-04-11 00:00:00,CNA04,"Avila, Bell and Castro",MOB,MOBILE CRANE,S0V010852,Engine Fo,NOS,PR25Y-01564,PARMESHWAR TIDK,IR25Y-01426,DEP40,Video editor,MOC07,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,4798.2,2,0,2150
15812,2025-05-26 00:00:00,CDE03,Cline Group,C0054,Oil & Grease,S0O020043,Gear Oil,LTR,PR25Y-00409,PARMESHWAR TIDK,IR25Y-00375,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,41383,210,0,167
15866,2025-05-29 00:00:00,CNA04,"Avila, Bell and Castro",MOB,MOBILE CRANE,S0V070090,Catridge,NOS,PR25Y-00433,PARMESHWAR TIDK,IR25Y-00397,DEP40,Video editor,MOC05,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,1946,1,0,1648
15863,2025-05-29 00:00:00,CNA04,"Avila, Bell and Castro",MOB,MOBILE CRANE,S0V070087,Fuel Filt,NOS,PR25Y-00433,PARMESHWAR TIDK,IR25Y-00397,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,1529.18,7,0,185
15865,2025-05-29 00:00:00,CNA04,"Avila, Bell and Castro",MOB,MOBILE CRANE,S0V070088,Lub Oil F,NOS,PR25Y-00433,PARMESHWAR TIDK,IR25Y-00397,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,2537.63,7,0,307
15864,2025-05-29 00:00:00,CNA04,"Avila, Bell and Castro",MOB,MOBILE CRANE,S0V070089,Engine Oi,NOS,PR25Y-00433,PARMESHWAR TIDK,IR25Y-00397,DEP40,Video editor,MOC05,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,974.19,1,0,825
16357,2025-08-15 00:00:00,CKG01,"Haas, Nielsen and Jackson",MOB,MOBILE CRANE,S0V010811,R1 Hyd Ho,NOS,PR25Y-00954,PARMESHWAR TIDK,IR25Y-00869,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,1274,2,0,540
16549,2025-08-21 00:00:00,CNA04,"Avila, Bell and Castro",MOB,MOBILE CRANE,S0V010818,Gear Tran,NOS,PR25Y-00990,PARMESHWAR TIDK,IR25Y-00903,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,5312.11,2,0,2296
16551,2025-08-21 00:00:00,CNA04,"Avila, Bell and Castro",MOB,MOBILE CRANE,S0V010815,Rail Tran,NOS,PR25Y-00990,PARMESHWAR TIDK,IR25Y-00903,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,481.86,2,1,192
16709,2025-08-21 00:00:00,CNA03,Floyd-Nunez,MOB,MOBILE CRANE,S0V010821,Oil Seal,NOS,PR25Y-00996,PARMESHWAR TIDK,IR25Y-00909,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,180,2,0,76.27
16717,2025-08-21 00:00:00,CNA04,"Avila, Bell and Castro",MOB,MOBILE CRANE,S0V010819,RAIL TRAN,NOS,PR25Y-00993,PARMESHWAR TIDK,IR25Y-00908,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,415.83,2,0,171
23870,2025-11-10 00:00:00,CMA02,Tate and Sons,C0015,Daily Electricals,S0E140772,Modular P,NOS,PR25Y-01415,YUVRAJ,IR25Y-01289,DEP20,KALIKA ROL,SAFET,Project Up-sized grid-enabled forecast,INR,INDIAN RUPEE,      1.00000,Revenue,200.59,2,0,85
16711,2025-08-21 00:00:00,CNA04,"Avila, Bell and Castro",MOB,MOBILE CRANE,S0V010820,BEARING N,NOS,PR25Y-00993,PARMESHWAR TIDK,IR25Y-00908,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,1170.17,4,0,261
16967,2025-08-25 00:00:00,CKA26,Park-Goodman,MOB,MOBILE CRANE,S0V010131,Mobile Cr,NOS,PR25Y-01025,PARMESHWAR TIDK,IR25Y-00920,DEP40,Video editor,MOC06,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,43500,2,0,21750
17063,2025-08-08 00:00:00,CNA04,"Avila, Bell and Castro",C0047,Clamp,S0M290102,Hose Clam,NOS,PR25Y-00905,PARMESHWAR TIDK,IR25Y-00825,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,159.18,4,0,35
18034,2025-08-26 00:00:00,CNA04,"Avila, Bell and Castro",MOB,MOBILE CRANE,S0V010823,Manifold,NOS,PR25Y-01038,PARMESHWAR TIDK,IR25Y-00943,DEP40,Video editor,MOC04,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,1957.52,1,0,1746
18035,2025-08-26 00:00:00,CNA04,"Avila, Bell and Castro",MOB,MOBILE CRANE,S0V010822,Gasket Ex,NOS,PR25Y-01038,PARMESHWAR TIDK,IR25Y-00943,DEP40,Video editor,MOC04,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,152.48,4,0,34
18403,2025-01-09 00:00:00,CNA03,Floyd-Nunez,MOB,MOBILE CRANE,S0V010301,Mobile Cr,NOS,PR25Y-01084,PARMESHWAR TIDK,IR25Y-00985,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,600,2,0,254.24
18404,2025-01-09 00:00:00,CNA04,"Avila, Bell and Castro",MOB,MOBILE CRANE,S0V010824,Pump Coup,NOS,PR25Y-01083,PARMESHWAR TIDK,IR25Y-00984,DEP40,Video editor,MOC07,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,4180,1,0,3729
18619,2025-06-09 00:00:00,CNA03,Floyd-Nunez,C0038,Oil Seal & seal kit & o ring,S0M200995,Oil Seal,NOS,PR25Y-01118,PARMESHWAR TIDK,IR25Y-01025,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,90,1,0,90
18880,2025-10-09 00:00:00,CKG01,"Haas, Nielsen and Jackson",C0028,Hyd Hose Pipe,S0M100898,R2 Hyd Ho,NOS,PR25Y-01153,PARMESHWAR TIDK,IR25Y-01052,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,2071,3,0,585
21356,2025-04-28 00:00:00,CNA03,Floyd-Nunez,MOB,MOBILE CRANE,S0V010324,Clutch Se,NOS,PR25Y-00217,PARMESHWAR TIDK,IR25Y-00193,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,4730,1,0,4008.47
21203,2025-04-26 00:00:00,CKG01,"Haas, Nielsen and Jackson",C0028,Hyd Hose Pipe,S0M100436,R2 Hyd Ho,NOS,PR25Y-00199,PARMESHWAR TIDK,IR25Y-00177,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,4720,5,0,800
21456,2025-04-29 00:00:00,CNA03,Floyd-Nunez,C0050,Lab Chemical,S0L010317,Coolant,LTR,PR25Y-00229,PARMESHWAR TIDK,IR25Y-00201,DEP10,Media buyer,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,2100,10,0,177.97
21452,2025-04-29 00:00:00,CKG01,"Haas, Nielsen and Jackson",C0028,Hyd Hose Pipe,S0M100877,R2 Hose P,NOS,PR25Y-00225,PARMESHWAR TIDK,IR25Y-00195,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,3835,5,0,650
22005,2025-12-09 00:00:00,CNA03,Floyd-Nunez,MOB,MOBILE CRANE,S0V010182,Timing Se,NOS,PR25Y-01183,PARMESHWAR TIDK,IR25Y-01076,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,348.01,1,0,348.01
22004,2025-12-09 00:00:00,CNA03,Floyd-Nunez,MOB,MOBILE CRANE,S0V010647,Timing Co,NOS,PR25Y-01183,PARMESHWAR TIDK,IR25Y-01076,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,249.99,1,0,249.99
22001,2025-12-09 00:00:00,CLU02,Taylor-Allen,MOB,MOBILE CRANE,S0V010828,Lube Filt,NOS,PR25Y-01182,PARMESHWAR TIDK,IR25Y-01076,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,457,1,0,457
22000,2025-12-09 00:00:00,CLU02,Taylor-Allen,MOB,MOBILE CRANE,S0V010825,Water Sep,NOS,PR25Y-01182,PARMESHWAR TIDK,IR25Y-01076,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,1790,1,0,1790
22142,2025-09-15 00:00:00,CNA03,Floyd-Nunez,MOB,MOBILE CRANE,S0V010829,Pre Plate,NOS,PR25Y-01203,PARMESHWAR TIDK,IR25Y-01095,DEP40,Video editor,MOC03,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,4437,1,0,3760.17
22425,2025-09-19 00:00:00,CNA03,Floyd-Nunez,MOB,MOBILE CRANE,S0V010623,Air Filte,NOS,PR25Y-01254,PARMESHWAR TIDK,IR25Y-01141,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,1090,1,1,923.73
23215,2025-09-29 00:00:00,CKG01,"Haas, Nielsen and Jackson",C0028,Hyd Hose Pipe,S0M100057,R2 Hose P,NOS,PR25Y-01326,PARMESHWAR TIDK,IR25Y-01211,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,1770,2,2,750
23605,2025-04-10 00:00:00,CNA03,Floyd-Nunez,C0050,Lab Chemical,S0L010317,Coolant,LTR,PR25Y-01369,PARMESHWAR TIDK,IR25Y-01251,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,2100,10,0,177.97
23733,2025-06-10 00:00:00,CNA04,"Avila, Bell and Castro",MOB,MOBILE CRANE,S0V010586,Neutral C,NOS,PR25Y-01384,PARMESHWAR TIDK,IR25Y-01262,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,4496.43,1,0,3920
23732,2025-06-10 00:00:00,CNA04,"Avila, Bell and Castro",MOB,MOBILE CRANE,S0V010278,Control V,SET,PR25Y-01384,PARMESHWAR TIDK,IR25Y-01262,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,1605.87,5,0,280
23734,2025-06-10 00:00:00,CNA04,"Avila, Bell and Castro",MOB,MOBILE CRANE,S0V010585,Gear Cabl,NOS,PR25Y-01384,PARMESHWAR TIDK,IR25Y-01262,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,4295.7,1,0,3745
23847,2025-10-10 00:00:00,CNA03,Floyd-Nunez,MOB,MOBILE CRANE,S0V010370,Ignition,NOS,PR25Y-01401,PARMESHWAR TIDK,IR25Y-01278,DEP20,KALIKA ROL,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,927,3,0,261.86
25142,2025-10-24 00:00:00,CNA04,"Avila, Bell and Castro",MOB,MOBILE CRANE,S0V010032,Pin Centr,NOS,PR25Y-01487,PARMESHWAR TIDK,IR25Y-01362,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,12292,6,6,1840
25302,2025-10-29 00:00:00,CNA04,"Avila, Bell and Castro",MOB,MOBILE CRANE,S0V010204,Crankshaf,NOS,PR25Y-01526,PARMESHWAR TIDK,IR25Y-01309,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,4247.35,2,2,1784
25396,2025-10-30 00:00:00,CNA03,Floyd-Nunez,MOB,MOBILE CRANE,S0V010623,Air Filte,NOS,PR25Y-01533,PARMESHWAR TIDK,IR25Y-01403,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,2160,2,2,915.25
25323,2025-10-29 00:00:00,CNA04,"Avila, Bell and Castro",MOB,MOBILE CRANE,S0V010374,Spring Cl,NOS,PR25Y-01526,PARMESHWAR TIDK,IR25Y-01309,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,164.62,10,10,15
25325,2025-10-29 00:00:00,CNA04,"Avila, Bell and Castro",MOB,MOBILE CRANE,S0V010451,Air Breat,NOS,PR25Y-01526,PARMESHWAR TIDK,IR25Y-01309,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,9020.64,10,10,822
25297,2025-10-29 00:00:00,CNA04,"Avila, Bell and Castro",MOB,MOBILE CRANE,S0V010833,Bowl Mast,NOS,PR25Y-01526,PARMESHWAR TIDK,IR25Y-01309,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,916.05,5,5,197
25298,2025-10-29 00:00:00,CNA04,"Avila, Bell and Castro",MOB,MOBILE CRANE,S0V010835,Air cylin,NOS,PR25Y-01526,PARMESHWAR TIDK,IR25Y-01309,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,10624.34,2,2,5712
25309,2025-10-29 00:00:00,CNA04,"Avila, Bell and Castro",MOB,MOBILE CRANE,S0V010848,Clutch Re,NOS,PR25Y-01526,PARMESHWAR TIDK,IR25Y-01309,DEP40,Video editor,MOC07,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,1390.01,2,2,695
25550,2025-01-11 00:00:00,CNA03,Floyd-Nunez,MOB,MOBILE CRANE,S0V010849,Timing Co,NOS,PR25Y-01544,PARMESHWAR TIDK,IR25Y-01408,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,180,1,0,152.54
25551,2025-01-11 00:00:00,CNA03,Floyd-Nunez,MOB,MOBILE CRANE,S0V010182,Timing Se,NOS,PR25Y-01544,PARMESHWAR TIDK,IR25Y-01408,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,348,1,0,294.92
25603,2025-04-11 00:00:00,CNA04,"Avila, Bell and Castro",MOB,MOBILE CRANE,S0V010851,Engine Fo,NOS,PR25Y-01564,PARMESHWAR TIDK,IR25Y-01426,DEP40,Video editor,MOC07,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,2343.3,2,0,1050
25604,2025-04-11 00:00:00,CNA04,"Avila, Bell and Castro",MOB,MOBILE CRANE,S0V010850,Engine Fo,NOS,PR25Y-01564,PARMESHWAR TIDK,IR25Y-01426,DEP40,Video editor,MOC07,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,2343.3,2,0,1050
23157,2025-09-28 00:00:00,CHE03,Stevens Inc,MOB,MOBILE CRANE,S0V010649,Mobile Cr,NOS,PR25Y-01321,PARMESHWAR TIDK,IR25Y-01203,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,1500,2,0,750
14365,2025-03-07 00:00:00,CNA03,Floyd-Nunez,C0038,Oil Seal & seal kit & o ring,S0M200396,O Ring,NOS,PR25Y-00668,PARMESHWAR TIDK,IR25Y-00607,DEP20,KALIKA ROL,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,180.01,9,0,16.95
15270,2025-06-23 00:00:00,CNA03,Floyd-Nunez,C0054,Oil & Grease,S0O020099,Brake Oil,LTR,PR25Y-00611,PARMESHWAR TIDK,IR25Y-00556,DEP20,KALIKA ROL,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,1650,5,0,279.66
14335,2025-01-07 00:00:00,CNA03,Floyd-Nunez,MOB,MOBILE CRANE,S0V010745,Fan Belt,NOS,PR25Y-00656,PARMESHWAR TIDK,IR25Y-00595,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,552.01,2,0,233.9
23001,2025-09-26 00:00:00,CNA03,Floyd-Nunez,MOB,MOBILE CRANE,S0V010745,Fan Belt,NOS,PR25Y-01309,PARMESHWAR TIDK,IR25Y-01189,DEP20,KALIKA ROL,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,540,2,0,228.81
18710,2025-08-09 00:00:00,CNA03,Floyd-Nunez,C0071,Hex Nut Bolt W,S0M171379,HT Bolt 1,NOS,PR25Y-01136,PARMESHWAR TIDK,IR25Y-01040,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,450.06,10,0,38.14
18713,2025-08-09 00:00:00,CNA03,Floyd-Nunez,MOB,MOBILE CRANE,S0V010827,Diesel Ta,NOS,PR25Y-01136,PARMESHWAR TIDK,IR25Y-01040,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,359.99,3,0,101.69
18714,2025-08-09 00:00:00,CNA03,Floyd-Nunez,0002,Tractor,S0V040180,hyd Steel,NOS,PR25Y-01136,PARMESHWAR TIDK,IR25Y-01040,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,279.99,1,0,237.29
18712,2025-08-09 00:00:00,CNA03,Floyd-Nunez,MOB,MOBILE CRANE,S0V010183,Assy Cran,NOS,PR25Y-01136,PARMESHWAR TIDK,IR25Y-01040,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,2499.98,2,0,976.56
18711,2025-08-09 00:00:00,CNA03,Floyd-Nunez,MOB,MOBILE CRANE,S0V010826,Silencer,NOS,PR25Y-01136,PARMESHWAR TIDK,IR25Y-01040,DEP40,Video editor,MOC01,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,349.98,10,0,29.66
22141,2025-09-15 00:00:00,CNA03,Floyd-Nunez,MOB,MOBILE CRANE,S0V010800,Dise Assy,NOS,PR25Y-01203,PARMESHWAR TIDK,IR25Y-01095,DEP40,Video editor,MOC03,Project Realigned optimal Local Area Network,INR,INDIAN RUPEE,      1.00000,Revenue,3457,1,0,2929.66
20183,2025-04-14 00:00:00,CMA02,Tate and Sons,C0015,Daily Electricals,S0E140139,Cabin Fan,NOS,PR25Y-00096,YUVRAJ,IR25Y-00093,DEP13,Private music teacher,MIM01,Project Monitored system-worthy hardware,INR,INDIAN RUPEE,      1.00000,Revenue,4000,2,0,1695
23606,2025-04-10 00:00:00,CNE07,Hanson and Sons,C0039,Bearing,S0M211011,Bearing H,SET,PR25Y-01371,KRUSHNA,IR25Y-01201,DEP20,KALIKA ROL,ROU30,Project Customizable 24hour contingency,INR,INDIAN RUPEE,      1.00000,Revenue,137499.71,1,0,137500
13953,2025-02-08 00:00:00,CDI02,Lucas Ltd,C0022,CNC Tool,S0M040109,White Too,NOS,PR25Y-00870,PARMESHWAR TIDK,IR25Y-00790,DEP24,MACHINE SH,WOR05,Project Fundamental fresh-thinking challenge,INR,INDIAN RUPEE,      1.00000,Revenue,4720,10,10,400
13954,2025-02-08 00:00:00,CDI02,Lucas Ltd,C0022,CNC Tool,S0M040105,White Too,NOS,PR25Y-00870,PARMESHWAR TIDK,IR25Y-00790,DEP24,MACHINE SH,WOR05,Project Fundamental fresh-thinking challenge,INR,INDIAN RUPEE,      1.00000,Revenue,7434,10,0,630
14025,2025-07-29 00:00:00,CDI02,Lucas Ltd,C0022,CNC Tool,S0M040068,Left Tool,NOS,PR25Y-00847,PARMESHWAR TIDK,IR25Y-00765,DEP24,MACHINE SH,WOR05,Project Fundamental fresh-thinking challenge,INR,INDIAN RUPEE,      1.00000,Revenue,4130,10,0,350
14026,2025-07-29 00:00:00,CDI02,Lucas Ltd,C0022,CNC Tool,S0M040075,Right Too,NOS,PR25Y-00847,PARMESHWAR TIDK,IR25Y-00765,DEP24,MACHINE SH,WOR05,Project Fundamental fresh-thinking challenge,INR,INDIAN RUPEE,      1.00000,Revenue,4130,10,0,350
14368,2025-03-07 00:00:00,CPR08,Bell Inc,C0022,CNC Tool,S0M040109,White Too,NOS,PR25Y-00678,PARMESHWAR TIDK,IR25Y-00613,DEP24,MACHINE SH,WOR05,Project Fundamental fresh-thinking challenge,INR,INDIAN RUPEE,      1.00000,Revenue,4165.23,10,0,353
14369,2025-03-07 00:00:00,CPR08,Bell Inc,C0022,CNC Tool,S0M040105,White Too,NOS,PR25Y-00678,PARMESHWAR TIDK,IR25Y-00613,DEP24,MACHINE SH,WOR05,Project Fundamental fresh-thinking challenge,INR,INDIAN RUPEE,      1.00000,Revenue,5604.77,10,0,475
15770,2025-05-22 00:00:00,CJU02,Wright-Prince,C0022,CNC Tool,S0M040279,Boring Ba,NOS,PR25Y-00384,PARMESHWAR TIDK,IR25Y-00349,DEP24,MACHINE SH,WOR05,Project Fundamental fresh-thinking challenge,INR,INDIAN RUPEE,      1.00000,Revenue,1500,10,0,150
15817,2025-05-26 00:00:00,CDI02,Lucas Ltd,C0022,CNC Tool,S0M040105,White Too,NOS,PR25Y-00408,PARMESHWAR TIDK,IR25Y-00374,DEP24,MACHINE SH,WOR05,Project Fundamental fresh-thinking challenge,INR,INDIAN RUPEE,      1.00000,Revenue,14868,20,0,630
15978,2025-11-08 00:00:00,CSH25,"Ross, Merritt and Rodriguez",C0020,V-Belt,S0M020026,V-Belt C,NOS,PR25Y-00920,YUVRAJ,IR25Y-00842,DEP24,MACHINE SH,WOR05,Project Fundamental fresh-thinking challenge,INR,INDIAN RUPEE,      1.00000,Revenue,3015,4,0,1597
17043,2025-07-08 00:00:00,CGA07,Howard-Nelson,C0022,CNC Tool,S0M040109,White Too,NOS,PR25Y-00898,PARMESHWAR TIDK,IR25Y-00820,DEP24,MACHINE SH,WOR05,Project Fundamental fresh-thinking challenge,INR,INDIAN RUPEE,      1.00000,Revenue,6277.68,10,0,532
17044,2025-07-08 00:00:00,CGA07,Howard-Nelson,C0022,CNC Tool,S0M040105,White Too,NOS,PR25Y-00898,PARMESHWAR TIDK,IR25Y-00820,DEP24,MACHINE SH,WOR05,Project Fundamental fresh-thinking challenge,INR,INDIAN RUPEE,      1.00000,Revenue,9959.32,10,0,844
18115,2025-08-29 00:00:00,CJU02,Wright-Prince,C0024,General Tool,S0M061120,Boring Ba,NOS,PR25Y-01057,PARMESHWAR TIDK,IR25Y-00965,DEP24,MACHINE SH,WOR05,Project Fundamental fresh-thinking challenge,INR,INDIAN RUPEE,      1.00000,Revenue,22524,4,0,4772
18962,2025-02-04 00:00:00,CDI02,Lucas Ltd,C0022,CNC Tool,S0M040105,White Too,NOS,PR25Y-00010,PARMESHWAR TIDK,IR25Y-00013,DEP24,MACHINE SH,WOR05,Project Fundamental fresh-thinking challenge,INR,INDIAN RUPEE,      1.00000,Revenue,7434,10,0,630
24160,2025-10-16 00:00:00,COP02,"Odom, Stevens and Thomas",WRK01,Workshop,V01041142,Dog Chuck,NOS,PR25Y-01444,KRUSHNA,IR25Y-01319,DEP24,MACHINE SH,WOR05,Project Fundamental fresh-thinking challenge,INR,INDIAN RUPEE,      1.00000,Revenue,5480,4,4,1370
14511,2025-07-07 00:00:00,CEA03,Brown-Vincent,C0039,Bearing,S0M210994,Bearing 6,NOS,PR25Y-00694,KRUSHNA,IR25Y-00626,DEP20,KALIKA ROL,COB20,Project Progressive zero administration firmware,INR,INDIAN RUPEE,      1.00000,Revenue,555,10,0,47
